Company Name,Job Summary,Job Title,Location,Salary
LoyaltyOne,Data Scientist will provide process execution leadership to support client projects. Take analytical objectives and define data requirements....,Senior Data Scientist,Chicago,L
SAGE IT,Collaborate with data scientists to design and develop processes to further business unit and company-wide data science initiatives on a common data platform....,Data Engineer,Chicago,L
Empowered Staffing,"We are looking for the Excel Guru, Data Lover who believes marketing is all about the MROI! Currently we are working with one of Chicago's coolest Ad Agencies...",Marketing Analyst | Digital & Quantitative,Chicago,L
TMP,"The Digital Media Strategist bridges the gap between data and meaning. Critical thinker who can present complex concepts, media recommendations and data results...",Digital Media Strategist,Chicago,L
Next Step Systems,"Quantitative Analyst, Chicago, IL Chicago IL Jobs, Quantitative Analyst, C++, STL, UNIX, Linux, Scripting, Illinois Recruiters, Information Technology,",Quantitative Analyst,Chicago,L
PepsiCo,Demonstrated ability to interpret wide-ranging types of scientific data and to communicate clearly and concisely with detailed knowledge as required for...,Associate Principal Scientist - Toxicology,Chicago,L
Northwestern University,"The candidate will conduct experimental tests/procedures and process/analyzes data. Observes experiments, collects, records, summarizes, analyzes and interprets...",Research Technologist 3,Chicago,L
Pearson,+ Ensure quality of data files. + Experience with large data management sets. + Conduct data processing and analysis to support statistical or psychometric...,Senior Statistical Analyst (Chicago),Chicago,L
Purohit Navigation,"Assist with data QC process on an ad hoc basis. We offer thoughtful research design, expertly executed data collection, and actionable research insights to...",Market Research Analyst,Chicago,L
GE Transportation,"Lead cross-functional teams across engineering, data scientists, diagnostic engineers, project and services external partners to formulate and execute the...",Energy Management Analytics Product Manager,Chicago,L
Next Step Systems,"Junior Quantitative Research Analysts, Chicago, IL Chicago IL Jobs, Junior Quantitative Research Analyst, C++, Math, Financial, Chicago Recruiters,",Jr Quantitative Reasearch Analyst,Chicago,L
Cushman & Wakefield,PRINCIPAL RESPONSIBILITIES - •Manage and contribute to the coordination and production locally of national and corporate client requests•Oversee and direct...,Senior Research Analyst,Chicago,L
IRI,"Collaborate with sales, client delivery, data ingest, and IRI data scientists to insure the smooth execution of campaign projects. Big Data is in our DNA....",Media Operations Analyst,Chicago,L
Eyeview,"Aptitude in displaying and communicating data analysis. Eyeview is looking for a Data Scientist, Campaign Insights to work with the sales and analytics teams to...","Data Scientist, Campaign Insights",Chicago,L
Illinois Technology Association,"Architect data structures and processes for OLAP/OLTP data systems. Design/develop/maintain low latency, highly available data systems....",DRIVIN - Data Engineer,Chicago,L
Technocraft,Data Scientist with Neural Network and AI:. NEED LOCAL US CITIZEN OR GREEN CARD ONLY (FACE TO FACE INTERVIEW)*....,Data Scientist (USC/GC only),Chicago,L
Adler Planetarium,Capture and maintain accurate donor data in Raiser’s Edge database. We aren't looking for actual rocket scientists -- we have plenty of those -- but we are...,Individual & Major Gifts Intern,Chicago,L
Accountemps,"An established asset management firm is looking for equity research analyst who is fluent in Japanese. This ideal candidate has an interest in research, or at",Equity Research Analyst- Japanese Fluent,Chicago,L
GinasTechJobs.com,Quantitative Research Analyst Looking for candidates from top tier computer science universities with a strong GPA. Bachelor’s and/or Master’s degree from a,Quantitative Research Analyst,Chicago,L
Health Care Incentives Improvement Institute (HCI3...,We have developed a proprietary method for analyzing healthcare claims data that is used by multiple stakeholders in the industry....,Researcher Statistician/R Developer - Remote,Chicago,L
OptionsHouse,"Apply your expertise in quantitative analysis, data mining, and the presentation of data to see beyond the numbers and understand how our users interact with...",Quantitative Analyst,Chicago,L
Groupon,"Data mining, machine learning, statistical analysis, modeling, and personalization technology development;...",Data Scientist - Groupon Getaways,Chicago,L
North shore Staffing Group,Business Data Analyst – Mobile Devices to join their Data Sciences team. Works with data scientist and technology team to identify device-related parameters and...,Business Data Analyst,Chicago,L
General Dynamics Information Technology,Plans data collection; Adjusts and weighs raw data; And interprets a wide variety of survey data. And analyzes and interprets statistical data from surveys;...,Principal Statistician,Chicago,L
University of Chicago,Image Analysis & Data Visualization Specialist:. Insight Toolkit or other image analysis libraries) for image data visualization and analysis required....,Image Analysis & Data Visualization Specialist,Chicago,L
"Jet Support Services, Inc.",Research cost comparisons – actual vs data base pricing. Maintain the data base used for airframe and engine rate calculations. JSSI Job Posting*....,Research Analyst,Chicago,L
Grubhub,"Run SQL queries to connect survey data to user data (order history, geography, etc.). Comfortable merging qualitative insights with quantitative data....",Quantitative Insights Analyst,Chicago,L
Ipsos North America,"Perform data verification. Liaising with our internal data collection teams, coding & data processing teams....",Connect - Research Analyst,Chicago,L
